# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SLV,38728238203,39064077276,39680306102,40303555509,40663246332,41763499526,43572907854,44385824452,45330017052,44384885542,45321217230,47046475206,48370405304,49458857754,50305322160,51505396152,52819793565,54008122353,55305756312,56653399760,52026358034,57364325326,58968670464,60414378990,61582967190,62838075147,64162543284,65514088302,66882922974,68926208021.9015,70974574368.2895,73219927991.476,75400735463.1574,77534572844.8421,79633813553.5892,81731965810.925,84274796793.8846,86807105200.2195,89320445203.1,91821950425.8993,94311190935.2806,97241593926.8041,100159293407.226,103066345909.393,105955630425.917,108835842019.829,112032621382.222,115209356813.703,118375635773.92,121531352913.16,124673446668.371,128015375134.279,131320658630.757,134574009166.893,137787653321.318,140981211491.513,144375902964.794,147769316852.952,151168535346.019,154571239449.984,157947827965.859,161639118145.877,165248677514.096,168743392400.008,172100759008.132,175315739143.411,179086828276.856,182698063106.762,186136388952.564,189376729948.496,192448093111.413,195604230878.724,198648054818.282,201571755707.058,204376146498.779,207146718565.923,209555520243.122,212025085052.742,214616275616.69,217311829449.47,220030255854.836,222824695532.666,225537286911.579,228025459225.035,230438227802.727,232740286661.295,235162090133.39,237415220968.598,239552998484.984,241541184322.565,243375405930.713,245330426198.249,247384907540.426,249462449100.406,251506486288.792,253390886873.203,255223409699.682,256897259132.727,258450740611.769,259862522235.782,261107811654.996
SMR,,,,,2350527198,2379962314,2523947970,2669089230,2625123960,2406913904,2238417775,2088564704,1914736288,1876716352,1900225437,1934004468,1969097889,1964226330,1983165558,2075012792,1926396650,2079530032,2169301966,2189043318,2203184054,2225150026,2247334958,2336498185,2359793275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,,,,,,,,,,,6352202834.21252,6578002487.73403,12955318670,13688193780,14064307803,14710384260,15406043940,15742476000,16323544512,16764810930,16716597525,17208104148,17500311726,17990105259,18656393622,19383959360,20159356842,20985573828,21888041280,23754068060.8001,25680227795.3237,28298873288.1439,31004368346.3797,33787476292.5279,36656746532.0183,39615246206.5285,43773253274.6898,48057429632.7975,52467839153.6756,57001876550.0664,61647996941.1621,68153367209.6935,74834894105.3055,81695274511.7491,88724083763.243,95936332628.5781,106037916129.26,116406724061.529,127021502212.168,137891205329.113,149021655938.813,164563637965.767,180470428072.495,196785920009.84,213439201695.864,230462971595.022,253433564479.664,276962598067.03,301004381323.227,325561623807.536,350624156973.231,383607733908.002,417292653593.103,451671117347.589,486641569942.258,522302664800.481,568319099060.098,615227248816.901,662686844072.544,710695970087.689,759385577782.15,821631511795.185,884778297093.766,948743763038.467,1013494338218.31,1078955299389.38,1161755918175.87,1245488264185.25,1330275670446.03,1416014873677.26,1502624821351.87,1609577285492.76,1717658598067.32,1826896177345.73,1936865562966.55,2047786775264.31,2180836697457.14,2315018598384.83,2450095580124.38,2586034410020.12,2722652661944.32,2882869383893.52,3043392498051.03,3204698261073.69,3366795666302.96,3529364844363.21,3717196791839.3,3905469842274.96,4094474621163.29,4284013054623.52,4473949658453.02
SRB,64823568388,68059412880,72906285000,76129872830,83010687795,91444606890,96118008092,102307440662,108084087300,105137444717,105896919194,108066922246,107315862111,110434625922,108675725716,110596881285,114290208116,116699319807,121949540825,127220551830,126073436739,135603286200,138645950476,141427254420,145654383252,152212410378,158373807870,164680346844,171270738144,174242788190.774,177140625530.374,179757730244.251,182369849215.44,185130128112.017,187703575266.701,190245788756.693,192478307340.804,194691172571.066,196887539610.99,198966228827.217,200994528560.061,202889649806.907,204731674429.55,206453522426.829,208055794848.417,209479858278.685,211277109985.573,213018466499.987,214405847237.347,215625492384.067,216650752228.665,218155039454.378,219497567172.589,220821091023.593,222091430112.947,223403716906.811,225238384141.663,227292969446.47,229103033887,230893785658.912,232447524431.023,234127743056.102,235835607225.569,237477930442.215,239102954089.931,241012386181.236,242665315586.3,244387119746.866,246255253350.486,247954776472.157,249684605344.038,251024210769.594,252381966918.391,253928257593.131,256724054201.393,259218012522.201,261445794907.066,263099657187.556,264679000901.598,266279756994.172,268442967181.005,271000475912.431,273817620556.277,276522190617.01,278936450912.17,281229944153.586,282906936111.208,284531417764.673,285939359759.607,287423805860.623,288768748497.751,290076037211.536,291410364789.218,292684698471.103,293991009092.02,295229879990.576,296413541105.081,297653332964.921,298967711540.517,300381555479.565,301872746526.341
SSD,,,,,,,,,,,,11034457470,5481815958,6976683400,7085545818,7069065198,6129174258,5773758885,5650035872,5698318966,5328146394,5612260885,5979886580,6316239334,6609395904,6912486872,7218982023,7539709248,7874711200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,361758898,372150476,379236528,404169150,421397663,451941095,492514425,506706038,549497468,562829742,600381775,626787832,646481355,677607964,721990887,749415016,780683400,810905100,835457018,853927863,879755350,896284276,904270390,922401608,945172590,975969544,1011241287,1047127278,1084636236,1166309357.59277,1248901512.32993,1342017135.07627,1436086521.20766,1530768172.21539,1626538046.43463,1723791430.34274,1832103084.42569,1943199451.33447,2056284263.14029,2171592369.47145,2289519008.7729,2418037844.74788,2549657605.08152,2683792449.80073,2820547799.98234,2959778165.89202,3112860898.26327,3269579413.99809,3430023382.51107,3593344608.33967,3759377926.06484,3945405042.38731,4134681450.88042,4327679181.0974,4524274612.19778,4723799097.14231,4937333287.03113,5154766319.09906,5375343502.95438,5600419433.35241,5829726452.85454,6064827916.02989,6304633857.90386,6548938295.05942,6796768124.34601,7048302380.56152,7317543306.62381,7590814907.79722,7868492938.59841,8149773861.02225,8433366254.48273,8732507548.98275,9034358584.22416,9338720957.99584,9644251023.66363,9949585437.39641,10272581140.5231,10595346790.5695,10918809983.8864,11242827742.7304,11565961236.7266,11909265710.4196,12252920402.6664,12597136598.3481,12944655350.9613,13296397188.5721,13671129039.1982,14048849353.6371,14413546969.7669,14781069763.4055,15151554389.7722,15541459894.9947,15934524581.6607,16332205368.5497,16731113850.2115,17130229146.0536,17550626778.1819,17968511842.5248,18383734603.8645,18799264561.9458,19212092414.9923
SUR,6113759454,6414838710,6645038628,7059321500,7578264369,7955541032,8402346792,8835798450,9200961627,9476949244,9965779326,10553613660,10843674218,11149537850,11186912594,10795085784,10274363712,10423818460,10945268180,11067297228,9313971165,9055033980,9170541338,9379801392,9665442072,9960297600,10248335719,10559590360,10878675054,11327988356.0388,11775269400.4085,12275811577.232,12774630730.9321,13272216108.6769,13767369235.2447,14259116577.9334,14826399661.6534,15392379993.1631,15954988773.484,16514530129.6115,17072666446.8287,17684235207.7561,18296219220.2345,18909780641.4927,19524676632.8154,20139125579.6834,20811177349.5303,21478906114.7691,22145245910.2006,22811947275.3487,23484722053.7749,24209445694.1908,24938278479.7997,25664057877.7785,26382855236.4298,27092282129.6611,27884392316.0252,28667642070.1811,29439984120.408,30204584245.74,30967315670.2779,31768522779.8965,32574647266.1996,33386615982.4599,34199561548.2203,35010995424.8977,35841737435.614,36674204865.4137,37504533659.3141,38330927757.4422,39145626685.1844,40059791036.7951,40963016857.2916,41849860651.9905,42719364781.9173,43578341737.1999,44491204455.0478,45403128609.2805,46309895368.4549,47215409741.6111,48112218949.9453,49023004384.8616,49932543911.4584,50846421447.9085,51760089267.4885,52673225660.6223,53607414941.3696,54539540244.3564,55472324819.032,56400894995.284,57324543200.4681,58254436744.2075,59177800656.8032,60097315001.7846,61010978657.1481,61917633405.8013,62840413999.9713,63754229025.708,64665991328.7756,65574069949.2548,66483438216.7452
SVK,86723316352,89543067273,93578097228,98725360875,103937122936,110825281836,120232297998,133249502709,140681350656,132998105682,141930633460,145721620016,147646428972,148594073691,152598957528,160471899900,163594306950,168397974780,175192676198,179596596800,173553413046,178788054900,181772591265,184125244636,189079547776,194566844952,200036864456,205402582999,210966794592,214564063645.748,218254069815.537,221935733379.099,225606488443.028,229263735752.662,232904845538.797,236527160463.565,240038003266.219,243430658564.951,246698558086.972,249835301596.463,252834677551.924,255829885398.104,258819923184.295,261803779395.612,264780433481.111,267748856395.432,270660454137.547,273512630004.073,276302818170.879,279028487493.115,281687145289.49,284399366576.261,287166205366.067,289988742135.994,292868084512.884,295805367978.776,298938076783.638,302271686231.71,305812064696.442,309565490732.906,313538671512.519,317619998233.386,321812346792.432,326118690708.535,330542104543.508,335085767459.08,339562887417.676,343969102530.116,348300072838.651,352551487301.585,356719070818.245,360841151501.162,365053018568.16,369347530168.006,373792077506.536,378309676729.804,382568916550.392,387185484972.714,391891275460.504,396538217324.245,400962350794.852,406014318955.371,411184794315.877,416360015843.456,421311841000.85,426023404555.622,431693096335.264,437095147012.288,443147552355.556,449384538199.945,455678466056.49,461896105675.81,467956859203.118,474084725898.13,480404857351.185,486943636404.449,493525864199.931,500389985280.294,507543518760.378,514996481587.084,522745565455.235
SVN,52503916948,54183610550,56085158240,57744971760,60250277960,62565060312,66134695463,70750436220,73237543890,67706166848,68629073020,69212977400,67376035560,66704527335,68542213275,70064224900,72289391520,75781262210,79157565357,81888215696,78351173360,84779828085,89327693546,90777988532,92698737332,95291599950,98039307854,100969192896,103952812960,106334403006.832,108645750841.099,110911133318.826,113125539301.653,115283984145.723,117381527933.259,119413293902.412,121345880301.375,123173221857.583,124889503535.662,126489191037.942,127967060253.676,129426651644.007,130866940805.631,132286907450.864,133685536589.34,135061819716.149,136469476720.092,137909189227.83,139381658133.701,140887604155.215,142427768406.903,144035710440.363,145713321390.728,147462587820.41,149285595604.367,151184534035.437,153162665611.086,155222437948.64,157366418962.834,159597302135.388,161917912080.171,164279967108.192,166684294574.734,169131739897.887,171623166982.057,174159458652.028,176683837722.042,179194696231.176,181690413959.628,184169360085.635,186629894881.916,188952196597.818,191249124589.796,193585273710.845,195961234878.721,198391727268.477,200836295198.342,203355145794.64,205883076647.387,208460743195.198,210975794739.1,213906864931.944,216771611479.745,219562758866.449,222181338419.12,224858802561.96,227869459276.962,230978967874.196,234126971501.326,237400042213.913,240691744842.631,244156401307.365,247659406805.199,251207644542.771,254870485426.836,258586877827.454,262502169369.834,266499141316.748,270577806878.045,274732373099.115,278957032164.231
SWE,365929659774,371219739823,379389599429,388157946528,404959305061,416565902688,435965172734,450975238302,448922858696,429471269092,455039179056,469564941051,466800652204,472346542935,484876055448,506661124056,517145038130,530420420200,540766863780,551539491456,539533010060,568589876556,583656087062,580820848376,586710026610,602192583804,616079849616,630349264755,645007948585,658636548143.619,672880604533.836,687107329368.519,701302588721.178,715451988643.678,729540897384.523,743554468662.613,757836401071.852,772391817913.637,787225939994.475,802344087475.837,817751681759.01,833341316001.458,849112145631.364,865063234188.214,881193552079.682,897501975379.463,913906124013.94,930400235656.964,946978379361.905,963634457888.775,980362210265.345,997151938211.54,1013996894321.23,1030890175459.24,1047824726491.11,1064793344254.71,1082220728849.04,1100120331804.67,1118506067257.4,1137392329056.03,1156794008561.68,1176580517030,1196760261888.76,1217341848921.59,1238334087254.66,1259745994475.82,1281381658548.1,1303239917148.37,1325319510210.81,1347619078822.9,1370137164159.77,1389175489508.77,1408839010761.47,1428783824607.68,1448392880945.01,1467560871292.89,1489058026061.77,1510584408531.88,1531511948324.61,1551928071620.67,1571946553464.43,1594798533929.15,1617097733242.64,1639205820385.21,1660943593483.34,1682461202850.51,1705556530285.18,1729270526782.69,1752806943046.16,1776428455417.42,1799781099087.51,1826192684136,1852285469687.7,1878946944684.91,1905822095788.44,1933002320027.13,1962533173762.9,1992014249253.76,2021491276893.38,2050997037269.2,2080574484351.86
SWZ,5607463888,5667373590,5916392550,6146758963,6370325408,6753312566,7158862830,7469951660,7535181006,7649559204,7943763777,8118562560,8560937088,8887479376,8973916497,9169723486,9271627260,9455367027,9680913072,9943270065,9788794043,10559928692,10607561903,10902508610,11183294304,11477850985,11760970248,12044878244,12332352459,12835305541.5305,13354354025.9369,14020746237.1818,14707689059.1898,15408171145.3701,16113013052.8121,16820513055.0145,17696600104.8285,18575288050.094,19452369209.0551,20333534325.8903,21219555075.8323,22309696848.2795,23406498700.9236,24514538706.846,25628986830.0801,26754053771.6887,28095708807.2205,29449098098.9984,30814472076.6449,32193088784.7634,33578951328.0457,35186804872.3815,36802387850.651,38425432419.2327,40050409708.6518,41674742688.9561,43554793343.0712,45432638161.7662,47311966756.7472,49186555349.1492,51056533085.1989,53239601192.888,55427424723.6677,57614379370.0992,59807015274.8598,61982893865.5011,64457986878.8053,66933634267.4893,69410589806.9018,71889629424.2108,74383447703.7145,77195642149.5902,80018832695.1834,82855748703.9726,85692523652.5943,88512282063.1809,91602330075.5064,94693831767.1817,97777739091.6462,100854866345.767,103905031188.448,107211537439.384,110515803039.803,113799188410.925,117051898921.882,120285820880.776,123809335312.035,127328526879.016,130849706126.539,134363050882.09,137885452659.76,141683428007.612,145495786470.89,149331442667.195,153185364448.9,157056527755.8,161190730094.076,165365180505.509,169563332308.092,173790665863.045,178032941110.999
SYC,1543166154,1506799665,1533997368,1442677448,1389805864,1526466031,1674951605,1840025005,1803075696,1776344598,1899956430,1992724908,2072201472,2213739900,2307750627,2443684554,2584079176,2681878750,2766510010,2854691712,2639684959,2853446988,3109693851,3235428200,3364290204,3495584268,3596394336,3732787774,3870252880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,,,,,,,,,,,119360732835.07,122496270108.795,125631807382.52,128767344656.244,131902881929.969,135038419203.693,148344504571.22,161650589938.746,174956675306.272,188262760673.798,201568846041.324,214990186784.604,228411527527.884,241832868271.165,255254209014.445,268675549757.725,285291779367.8,301908008977.875,318524238587.95,335140468198.025,351756697808.1,371306521512.159,390856345216.219,410406168920.278,429955992624.337,449505816328.396,472471681308.283,495437546288.17,518403411268.056,541369276247.943,564335141227.83,591060350889.102,617785560550.375,644510770211.647,671235979872.92,697961189534.193,728515685173.249,759070180812.306,789624676451.362,820179172090.419,850733667729.475,884713316714.664,918692965699.854,952672614685.043,986652263670.232,1020631912655.42,1057376459297.86,1094121005940.3,1130865552582.74,1167610099225.18,1204354645867.62,1243656482727.65,1282958319587.68,1322260156447.71,1361561993307.73,1400863830167.76,1442486782233.96,1484109734300.15,1525732686366.34,1567355638432.53,1608978590498.72,1653921045149.94,1698863499801.15,1743805954452.37,1788748409103.58,1833690863754.8,1882131860858.93,1930572857963.06,1979013855067.2,2027454852171.33,2075895849275.46,2126101386480.62,2176306923685.77,2226512460890.93,2276717998096.09,2326923535301.24,2378272514193.64,2429621493086.03,2480970471978.42,2532319450870.82,2583668429763.21,2636051505499.18,2688434581235.14,2740817656971.11,2793200732707.08,2845583808443.04,2899298477804.44,2953013147165.84,3006727816527.24,3060442485888.65,3114157155250.04
TCD,8158622924,9109339990,9882641402,11337918618,15151018575,16409836243,16516204080,17056545876,17579011200,18306531600,20795774832,20820658263,22654380750,23957759920,25609164448,26062325561,24613901046,24028161088,24594093138,25435002537,24890104262,24615739815,25229681824,26123997251,27087050416,28019086842,29092617438,30165680750,31275005600,33318740528.1663,35412109263.782,38178018504.1613,40976552492.1525,43822522797.8179,46724717651.4802,49701721675.6634,53710975603.3032,57786164804.2471,61947536323.2547,66170072590.0241,70455457726.2197,76137948054.283,81902156101.1646,87760056734.562,93701638231.381,99727961103.1951,107722775082.876,115831988288.274,124050954560.895,132387609489.273,140855440651.075,151962969277.137,163225753793.557,174680565441.55,186326470009.4,198136545105.814,213194625457.18,228533195052.948,244041841892.316,259694035517.119,275533411770.961,295366593159.879,315457489000.422,335771610876.404,356307114470.445,376946040408.035,402411669795.402,428160240850.366,454163648146.647,480380583356.268,506902238246.797,539214065042.023,571792771112.526,604613793595.752,637603235422.246,670785560586.811,710832629127.091,751382792195.355,792115695414.365,833094534019.678,874266281541.241,922569196476.535,971263107390.485,1020265253282.15,1069423978359.57,1118810914248.16,1175674360642.52,1232687863473.68,1289979662659.17,1347260601459.98,1404832705760.99,1470696831566.14,1536702308718.19,1602887343789.81,1669216369289.76,1735350107600.48,1810522377293.43,1886011280541.95,1961445148854.1,2036875500535.71,2112563621786.89
TGO,8371793472,8439801405,8764538804,9352699512,9260683110,8829175488,9062136996,8956259424,9318446742,9836030880,10435645940,11103819246,11830062213,12551811008,13294609264,14058028248,14845049123,15491589541,16261224707,17148387985,17450716682,18369271674,19359422817,20424139200,21548780730,22734004195,23982740940,25303144720,26693669898,28249257529.1469,29824932039.2524,31767986729.7934,33742754688.3721,35743909204.478,37769690817.7943,39820297014.8754,42523498221.5441,45260235897.5419,48031731279.5815,50838584513.1574,53676841831.8586,57442376493.6353,61264178219.3132,65140475401.881,69074864735.6498,73077517826.1232,78332063550.3366,83664029263.358,89088076531.919,94596476628.8681,100186375622.976,107514440072.984,114969797122.96,122546619668.517,130253196466.608,138083708935.138,148192655713.892,158477678209.294,168939541597.236,179597545474.924,190414038455.629,204092928901.869,218019168349.449,232187153238.426,246603846557.895,261239600639.54,279500244491.185,298073397420.675,316960909741.356,336145225512.605,355627830679.075,379576432304.553,404000778904.579,428827336964.531,454066362073.982,479718645867.016,510743654084.902,542291799222.021,574365873915.475,606938201201.108,640005191619.859,679130456172.895,718847755873.634,759204723337.724,800111333300.894,841549299572.037,889858319561.91,938921388603.383,988891397657.807,1039636536814.94,1091000631015.16,1149860983514.28,1209687381140.88,1270358756896.64,1331910212141.69,1394330937155.41,1464826143999.46,1536417927013.56,1608934323478.26,1682574736987.63,1757265488258.94
THA,617545133766,638809351285,678090919440,726843198900,772551693375,804904761232,844899264814,890813757102,906187614492,899931324909,967543828775,975667441122,1046339366784,1074466815345,1085040939948,1119050367705,1157478150129,1205842507920,1256752191704,1283343020326,1204264146400,1223092815294,1255423193090,1298176424843,1344861306684,1388736055791,1431425522108,1474915713442,1519945991614,1577494647941.55,1633179979089.31,1693147401518.25,1751056426659.92,1807025824134.13,1861048056593.75,1912879981587.82,1969126481022.92,2024310650443.11,2077845015145.3,2129843077344.52,2180288458914.91,2235472836827.56,2290306223860.52,2343940267530.83,2396491408387.55,2448234954929.62,2502248348074.78,2556530560273.47,2611125388570.29,2665567298791.67,2719907767915.73,2776782389953.43,2832943304589.84,2887495456707.98,2940521370775.02,2992167154849.73,3044592343398.44,3095186639125.17,3143723034127.49,3192256644926.15,3241356610947.92,3291368074151.25,3341405068492.44,3390414031073.44,3438118165241.07,3484999910499.97,3529218442674.93,3571999806397.05,3615535514031.74,3658860304126.81,3701028060376.07,3736381709501.83,3770158095802.6,3805314326814.63,3844649102291.31,3887241022155.38,3928155439569.86,3969862783580.83,4013195850505.3,4058113610750.03,4103051150972.29,4141613428761,4179071418165.08,4215812583513.72,4252003300173.57,4287832489129.65,4318824724024.74,4348457734484,4378231119193.63,4409390938017.13,4442630226983.73,4477109963611.6,4513855950208.96,4552328128251.25,4593096728354.29,4635851783630.87,4675234440609.88,4716151611487.27,4758632150561.65,4801947231618.88,4846401440947.76
TJK,8354763984,9207069381,10045597120,11069919702,12243397642,13063059162,13978714674,15067275744,16259070130,16892955636,17991430686,19321988312,20770842105,22308578106,23803422914,25231886207,26971941735,28885671661,31081462440,33382262652,34846842325,38124822015,41173348460,43231528020,45177881148,46982879720,48862032570,50798072958,52809241296,56391908934.5003,60077934357.5083,64502410277.0505,68980164616.1246,73475808507.3475,78058668538.4606,82714124270.8261,88349497741.1403,94066771480.0746,99874685875.2969,105756601988.432,111720384136.547,118561983968.269,125518916663.456,132579860416.821,139757633955.611,147079890226.799,155198824110.635,163516245842.637,172054495208.58,180817710891.477,189810975754.279,199453145342.506,209330571238.799,219444794779.596,229742411055.896,240206622931.216,251630873948.982,263223192465.835,274977095451.925,286835977708.085,298779584338.151,311808223737.727,324917874882.111,338200732121.294,351646264534.582,365196844407.578,379687929029.106,394499772476.978,409660756005.065,425080106035.879,440681130986.508,456993392880.604,473797636875.289,490961389248.131,508330357994.488,526141294893.491,544584252707.096,563289755800.721,582305669634.892,601663126806.759,621220469028.362,641626810942.736,662117840681.842,682585845384.943,702896150176.155,722996517007.536,743803697978.839,764412269670.228,784986627478.54,805356870936.671,825543053606.899,846547314912.715,867725275005.232,889262744728.527,910753227501.119,932269118479.713,954445121615.349,976736875491.122,999127448893.864,1021731107877.86,1044493920900.71
TKM,20474647008,24646102488,28534227792,33411252600,38319085024,43313695525,48073270140,53389077318,61254375034,65014041296,75538348404,85249116082,90480934368,90168198090,93633099270,96428216430,95484028822,99992646370,100873274900,97454310068,94587493242,98959078752,100721955360,103073244014,105251405142,108026140131,110499417546,113042258593,115598222502,122919243684.518,130323239799.557,138300606336.009,146287432218.988,154250491013.937,162162592752.357,170009311346.116,177234691900.075,184420585311.227,191544843514.244,198626346181.54,205675154161.875,212336053700.474,218980504360.083,225593704449.235,232179556497.292,238757222629.099,244813590537.483,250913149095.776,257088871974.213,263308454575.278,269604222527.045,275463158224.675,281390710770.292,287377949659.141,293408933433.904,299415714268.144,305235298507.919,311060000010.088,316818487810.115,322510581289.273,328070872158.718,333532341523.322,338866109856.76,344103415343.835,349315616237.301,354356335535.819,358969065884.214,363604189831.783,368202623297.934,372808289187.053,377501496751.804,380982294906.528,384561906617.972,388189167709.446,391875940700.38,395628465410.664,399233240312.908,402923907443.523,406676303104.018,410375528869.742,414003290926.589,417325786035.787,420549491465.356,423636070485.84,426505786374.235,429150989578.193,431691091943.38,433988004522.475,436087268238.089,438031842986.158,439871449747.252,441625752656.531,443406536653.585,445231162324.678,447114089336.956,449108197698.596,450969387115.586,452888585733.523,454940208108.209,457101189834.578,459302667651.855
TLS,2032394676,2365061930,2207830768,2158695023,2167829244,2232049670,2139461304,2359153300,2627791890,2894766162,3167072018,3353759493,3517185496,3625420561,3787419094,3892221736,4023929971,3901001368,3874961084,4785572727,6311332624,6648140352,6351961495,4139104500,4062185701,4188830586,4312293184,4442630584,4574223890,4848902089.90755,5127888592.56616,5462727345.02957,5794808881.44024,6124651143.80606,6451489735.78317,6776300538.59129,7192186285.78718,7604878745.75642,8014276077.04693,8419802720.45023,8821182428.46292,9344341247.99495,9863188717.80861,10376434090.9968,10883373100.2866,11384131730.3564,12029110892.0271,12669355441.5578,13302606525.6905,13930722013.4968,14552639181.7138,15322419590.1062,16083794274.73,16835430112.0028,17576780264.8052,18306842035.854,19192190009.3228,20065069968.3178,20922667639.2519,21764910595.9576,22590789435.1646,23534479474.2265,24456455429.8517,25360013461.7833,26244026841.1277,27108140348.5186,28152905544.1527,29175185264.7182,30172768141.3224,31143455872.1498,32087898179.7841,33223136635.2865,34323685464.5642,35386878081.7536,36409988598.4794,37390090478.1658,38540094135.7263,39645982415.5465,40713419083.0473,41737144029.8111,42718469408.0927,43879410056.4464,45009286128.4855,46113357237.5357,47196687193.2698,48257210644.2862,49474318771.0944,50651247693.8987,51798622133.4119,52919304308.1917,53979493654.2671,55216023181.5234,56416630629.2441,57574117545.6547,58694867522.5297,59775477288.0918,61058127763.0723,62287168756.8187,63461017991.2604,64581711996.7332,65651913115.4178
TON,480711231,490631500,510580200,508766600,502095543,497951311,489827970,475619268,496989696,474601958,477241024,507450203,511456594,515757565,523794684,532737636,567872803,587129665,583451200,588311600,591929500,576864000,566279700,581200700,598301700,614603300,620219853,632389527,644797890,668772680.995044,693214923.434019,723053396.72921,753023240.873491,783160646.67462,813219322.846395,843600089.964414,876019664.154741,909552733.863471,943129186.363647,977163129.68493,1011444895.29513,1049855861.19763,1087958452.51364,1127344066.01378,1166356316.38146,1206143745.71644,1252934211.96347,1301587164.38753,1351550865.10701,1402418253.47388,1454463518.44534,1514325014.48594,1574810208.09008,1636478045.63502,1698426785.7622,1760994964.03956,1828480874.82437,1897705861.38222,1967068122.30862,2035992017.28424,2106113212.31704,2181160305.28402,2256280584.30002,2334278331.15078,2412449116.92977,2491812436.65673,2579980741.44545,2670363044.19087,2759931191.40101,2849356530.68485,2940320048.63862,3035126181.17705,3133002189.91929,3232576507.02931,3330975770.88456,3429530242.38711,3532764142.32383,3640391085.51262,3746681706.5747,3851426925.64898,3956190507.4504,4073395443.93725,4189173933.08147,4308125690.86621,4427262348.78532,4545840431.58809,4658075989.07818,4776637205.14815,4892887983.23545,5007803858.36874,5120588888.97145,5233694522.27966,5346542787.64232,5457116541.66759,5567041709.64193,5674889887.65124,5789106419.73435,5899378971.81487,6008133207.013,6113835177.30211,6216358075.46697
TTO,22550144554,23393801016,25055487045,28547069280,30625795830,32421670416,37046464707,38596261260,39864640518,37957085600,39264228336,39187918064,40975004015,42553295360,43946960742,43615110390,40687550072,38758412072,38426900280,38465774640,35498998248,35151061302,36016183476,37156361998,38030635944,39064829930,39846738414,40449022784,41066200815,41872313751.9643,42639560863.3204,43476763809.8805,44316325332.3988,45140317369.8022,45934862150.146,46700913715.6515,47510390082.4066,48295814796.089,49061616208.6133,49827796192.9306,50608796760.5444,51239893682.5391,51893726186.1292,52565023328.2342,53244086304.9182,53924604681.6019,54470054097.9081,54984507871.6623,55464570361.9056,55939544504.631,56418003000.2386,56956498397.1478,57471698018.6657,57961281973.0271,58407544405.8267,58813094698.7125,59470393050.6421,60089028951.7398,60698775130.5609,61316393793.8289,61962861293.4393,62510980040.7508,63089140162.4114,63722698506.6326,64420972880.6157,65196213426.0328,65647196860.6911,66133945274.8933,66649345033.8353,67209285181.0152,67805474502.4389,68190492692.2323,68592801804.3188,69019669589.7738,69448802872.9634,69871391158.2545,70256861471.2058,70647708294.3381,71041808515.2588,71436922460.6366,71835672561.138,72314936544.4343,72772411508.118,73209241784.6999,73644971534.2172,74100478811.3433,74514322834.0633,74924904529.2284,75345875697.8743,75787589936.2987,76256035307.0414,76670060220.4666,77108374850.4903,77577236740.0941,78080348511.2271,78595285404.2461,78971361162.6642,79371366382.8023,79803387622.5804,80267163747.9362,80755656822.2552
